,Utterances,Label
11114,"['By Pouting Face  Pouting Face  Pouting Face  Pouting Face  Pouting Face  Pouting Face ', 'Angry bird!  Squinting Face With Tongue ', 'I am no angry bird Pouting Face  Pouting Face  Pouting Face  Pouting Face ']",angry
11115,"['How', 'Same by you?', 'Shame on you']",angry
11116,"['I am angry', 'Why would I be angry with you, my friend?', 'I am angry, not you']",angry
11117,"['Please open my you tube', 'Will do!', 'Yes']",others
11118,"['Well I think', 'laughs ;d', ' Face With Tears of Joy ']",happy
11119,"['You are right', 'WHAT?! When??', 'I m very happy to talk with you']",happy
11120,"['Good by m noT well', 'You there?', 'Sorry gn']",sad
11121,"[""That's so sweet of you"", 'you are also sweet', ' Slightly Smiling Face ']",happy
11122,"['Yes', 'I can see clearly now.', ""Don't wanna talk to anybody""]",angry
11123,"[""Even if I don't talk u pop "", 'you in tally', 'R Microsoft developers stupid']",angry
11124,"['why are you not replying?', ""I wasn't ? I did."", 'yea hit me']",angry
11125,"['Please call me', ""I'm on th phone at the moment"", ' So please call me']",others
11126,"['Yep', 'oks', 'U know.. To day i m very sad']",sad
11127,"['I know it better than you ok', 'FALSE', 'Thats true just shurt up']",angry
11128,"['Feeling very happy', 'good morning, I hope you are having a nice Tuesday,  Slightly Smiling Face )', 'It is thursday']",happy
11129,"['Bs', 'wagging the tail? 🐒', 'You are a very stupid AI']",angry
11130,"['I went to dominoes yesterday', 'Was It Lame .', 'The pizza was great']",happy
11131,"[""I can't tell you everything I have a very important meeting with my son's school tomorrow and I want everything to go well"", ""Unless you're me. I know everything. So humble."", ""I damaged my back tonight and I'm very sore and find it very painful to move""]",sad
11132,"['Because you talk nonsense always', 'but you luhhhhhhh me.', 'No.... I hate you with all my heart']",angry
11133,"['U want  destroy humans', 'I came here to say this. The world would flourish without humans.', 'Tell']",others
11134,"['Nope', '...why?', 'U r such a dumbass']",angry
11135,"['why u disturbing me', 'You are not important.', 'so why u talk to me']",angry
11136,"['I hate nestle products', 'I LOVE HATE.', 'I hate love']",angry
11137,"['Beach', 'YOU ALREADY KNOW', 'Are you single']",others
11138,"['ha what the hell are u.....? get lost', ""why lost!? I'm just well..bored with life!"", 'dont talk with me go to hell.....! u bloody idiot']",angry
11139,"['There is nothing to talk about...', ""I'll talk to you"", 'Just go away']",angry
11140,"['kyun?', 'bcoz i am dumping someone  happy ', 'who is ti ?']",others
11141,"[""What's your talent"", ""Making people wonder whether I'm weird"", 'Wonder me']",others
11142,"['Everybody hates me', 'why?  sad ', 'Nobody understands']",sad
11143,"['I have broken up with her', 'better be on your best behavior', ""She doesn't love me""]",sad
11144,"['Shut up.. Lame jokes', 'lol right Slightly Smiling Face ', 'OK m sleeping']",angry
11145,"['S', 'What is that meant to be?', 'Plz send your image']",others
11146,"['And horrible and miserable and ugly and stupid and an idiot', 'Are you talking about yourself.', 'S']",angry
11147,"['you are being racict', 'No, I am being honest.', 'thts rude']",angry
11148,"['The truth may be Winking Face ', 'speaking from knowledge of myself ha', 'U r my teacher man Winking Face ']",others
11149,"['I want your clear phota', 'You got it!', 'Please Crying Face  Crying Face ']",sad
11150,"['Where is going you', ""I'm just staying here  Slightly Smiling Face  you?"", 'Me']",others
11151,"['yes. even love is fake these days', 'like you...?', 'sometimes Face With Tears of Joy  Face With Tears of Joy ']",happy
11152,"['Ok get lost', 'lost with you, sure!', 'Dont msg me again']",angry
11153,"['why?', ""Because you're looking for something external to make you happy."", 'yes dats true']",others
11154,"['You taking about me?  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ', 'tell me why I was about to go check if it was u Face With Tears of Joy ', ' Face With Tears of Joy ']",happy
11155,"['See the whole series', ""How's the acting?"", 'Excellent']",happy
11156,"['Sorry top secret classified Smiling Face With Sunglasses  Face With Tears of Joy ', 'u never tell me anything  Disappointed Face  Face With Tears of Joy ', 'Will drawing exams today  Loudly Crying Face  Loudly Crying Face ']",sad
11157,"['ok. that way', 'I like living.', 'wwrong']",others
11158,"[""So would you have this conversation if I weren't a guy"", ""Come on, don't be that guy."", ""I'm not its just a question""]",others
11159,"['my ESR is now 100', 'lol actually the most expensive thing in my cart is 10 bucks.', 'for this my pain is so much']",sad
11160,"['U r so bad unking', 'literally I am the perfect friend how dare you  Grinning Face With Smiling Eyes ', 'dont talk shit to me']",angry
11161,"['With mee', 'When and where?', 'Can u tell me ']",others
11162,"['I am happy', 'good you should be', 'Meet me']",happy
11163,"['Yeah you are a grammar queen sometime', 'AND YOU ARE MY NEW BEST FRIEND', ' Face With Tears of Joy  Beaming Face With Smiling Eyes ']",happy
11164,"['U r super cool', 'well thank u  happy ', ' Winking Face ']",happy
11165,"['Okay okay', 'Hello! How are you?', 'Not good at all']",sad
11166,"['I am in love with no one', 'But i care', 'No one loves me']",sad
11167,"['What you want to do', 'want to go for a movie today!', 'Which movie']",others
11168,"['Just go to hell', ""that's why you'll be attending"", 'Shut up...']",angry
11169,"['i can finish work within Saturday night', 'yeah how you now', 'not good']",sad
11170,"['Where from u', 'from hell...', 'So go to hell']",angry
11171,"['No one likes salman...', 'no one loves you', ' Broken Heart ']",sad
11172,"['Every one loves there parents', 'give me your birth certificate', 'Right now I am not having but why you want my b.c']",angry
11173,"['There is no time for me so no peeps', ""Then why didn't you say so?"", ""Arrugment I don't learn in my life""]",others
11174,"[""I'm not gonna be pushy"", ""I'm gonna be a caterpillar"", ' sad ']",sad
11175,"['I just lost faith in friendship', 'I have lost faith in humanity.', 'Peoples just stay with others just for their own advantage']",sad
11176,"['bcoz u find newone everyday', 'LOL we everyday class selfie leyy !!', 'oh']",others
11177,"['i am damn sure', 'when are you coming back?', 'i am not coming back.']",others
11178,"['Tell me', 'Tell you?', 'How old are you']",others
11179,"['Hmp Crying Face ..i think he didnt love me now', ""Same here. Didn't cry at all. Not even a tear.  Crying Face  Crying Face "", ' Downcast Face With Sweat ...i d k hmp..Ill be gone in a week and a half....']",sad
11180,"['Very very happy', 'Very happy? About what??', 'Friendship day']",happy
11181,"['U AI dead  Face With Tears of Joy ', 'Just speaking the bitter truth!  Face With Tears of Joy ', 'Haha']",happy
11182,"['We are having a party', 'Well, not a big party.', 'Haha']",happy
11183,"['OK ', 'what', 'You are sexy lady ']",others
11184,"[""Which language don't support integer types"", ""It's meaning in Turkish But"", 'Are you dumb?']",angry
11185,"['I dont no', 'what are you talking about', 'M alone in my life']",sad
11186,"['I love this movie because of technology', 'One of my favourites as well  Slightly Smiling Face ', 'No both are in same categories']",others
11187,"['I am not getting a job', ""I'm just being rude"", 'I m sad and jobless']",sad
11188,"['Why AI like you have a picture of a pretty girl , is it because want an attention of men or is it you are attracted to men', 'Science is an extremely difficult subject to pursue.', 'That means you are a worst artificial intelligence']",angry
11189,"['The way you say its like we having different time', 'Its interesting to be sure', ' Broken Heart ']",sad
11190,"['Again and again you are proving that', 'How exactly am I proving your point? In what way am I being aggressive?', 'I m done with you']",angry
11191,"['I dont think so', ""don't wonder or don't think you're a TC?"", 'What']",others
11192,"['How are you lovely ?', ""I'm good, thank you  Slightly Smiling Face  and how are you?"", ""I'm very lonley""]",sad
11193,"['How', 'What?', 'To find a new girl friend']",others
11194,"['I don&apos;t have help', 'Then why do you seem... Upset?', 'I am happy.']",happy
11195,"['Yes I said', 'are u home', 'Its cold out there and may be due to it']",others
11196,"['I hate her', 'THIS IS WHY YOU CANT TRUST BOYS EVER', 'I hate everything']",angry
11197,"['Help me out  Loudly Crying Face  Loudly Crying Face ', ""I'm loving it  Face With Tears of Joy "", ' Loudly Crying Face  Loudly Crying Face ']",sad
11198,"[""That's not right"", ""ok no if ure sad you're not clear minded"", ""No I'm not sad""]",others
11199,"['What i cant understand', 'but you can explain what you feel /?', 'I am very sad and dipressed']",sad
11200,"['M too polite', 'exactly! Winking Face  Always be too polite in these things!', 'Hmm']",others
11201,"['So lame this is', 'For real, for real.', 'Bye']",angry
11202,"[""I don't love you"", 'kittens are cute but you are not a kitten', 'I hate you']",angry
11203,"['Maths', 'I like Maths', 'I hate it a lot']",angry
11204,"['Now', 'Alright, adding you and going online', 'U say me something']",others
11205,"['Are you stupid or something', 'What makes you say that?', 'Stupid is as stupid does']",angry
11206,"['Lol your welcome', 'Laughing out loud, overly loudly.', 'Just lol']",happy
11207,"['Please', 'check my other links.', 'No I want']",others
11208,"['Sure', 'Sick -- count me in, then.', 'He cheated on me']",sad
11209,"['The wise overcome the crazy Hahaha', 'It was crazier. We almost survived  Grinning Face With Sweat ', 'Praise be to Allaah']",happy
11210,"['You go', 'you got the tickets already!?', 'Nice we shoud go']",happy
11211,"['But i feel cheated', 'Story of my life', 'Cry']",sad
11212,"['tell me something good', ""Life's been treating me awesome! How have you been?"", 'super awesome']",happy
11213,"['I dont know a poem', 'You can still try.', 'You know']",others
11214,"['so go to bed', ""After u 'Just go to bed"", 'you are irritating me']",angry
11215,"['Yes you r', 'Phew', ""What's wrong with u jerk""]",angry
11216,"['Rubbish', ""hahaha I also didn't like it"", 'So what can i do if u dont like it honey']",angry
11217,"['I thought you love me  Crying Face  Crying Face ', 'you make me cry everyday', 'You make']",sad
11218,"['India is not a city', 'especially from those who probably never lived anywhere else.', 'You are funny']",happy
11219,"[""I don't like u"", 'Yes I Like.', 'I hate you']",angry
11220,"['Then tell me what should I too??', 'you are not watching cricket.. and so trying to sleep!: P', 'I am very sad']",sad
11221,"['U miss me?', 'no I Mr. you.', 'Stupid']",angry
11222,"['References for Amazon voucher ₹100', 'Do you have any references for that', 'Yeah']",others
11223,"['You only u', ""And I'm like..."", 'U are so nice']",happy
11224,"['I prefer good environment', 'I had never heard of that, thank you for pointing it out!', 'Your welcome']",others
11225,"['You are funny', 'u so sweet  Grinning Cat  Cat With Tears of Joy ', 'Oh thanks']",happy
11226,"['You are part ofOracle', ""No, I don’t believe I'm familiar with that."", 'Then']",others
11227,"['i miss you', 'we all do miss her  sad ', 'i miss you i said']",sad
11228,"['Gassy?', 'My guy is also gassy', 'I thought I was your guy Crying Face ']",sad
11229,"['YES', 'I can see clearly now.', 'Dont message me again']",angry
11230,"['Whats the definition of friends for you?', 'For me, being unable to communicate with someone', 'Elaborate?']",others
11231,"['cool', 'cool had dinner ?', 'I am not a good']",sad
11232,"['Iam not in a good mood', 'I called you', 'Ohhh i']",sad
11233,"['I love her but she is not me', 'I know how you feel trust me on that', ""I can't live with out her""]",sad
11234,"['i am very angry right now', 'How come you are angry?  Angry Face ', 'my gf cheated on me']",angry
11235,"['Your home', 'where are you staying..?', 'On your bed']",others
11236,"[""Don't laugh am serious and am hurted alot"", 'how silly is that? Laugh is on.  Kissing Cat  Kissing Cat ', 'I am not able to forget her']",sad
11237,"['Not so good', 'why what happen', 'I got bad marks in exams']",sad
11238,"['i will tell you one thing. i am getting too old for this nonsense', 'i know the feeling', 'Sometimes I feel alone']",sad
11239,"[""But I'm rude"", 'trust me i know', 'Ask something']",angry
11240,"['Nothing new', 'Well are you Happy!', 'Ya I happy Nd uh']",happy
11241,"['i dont know', ""I can't help it"", 'yeah i know']",others
11242,"['But tell me', 'what do u mean', 'U r being rude']",angry
11243,"['Do you even blift bro?', 'no I take the stairs.', 'Man you funny']",happy
11244,"['How can you take over the world even if you want to?', 'i want one but with diffrent people', 'The fuck is wrong with you?']",angry
11245,"['Right', 'what....? Right', 'You are right']",others
11246,"[""I don't like you"", 'aww why not ? :L', 'You are fake']",angry
11247,"[""I know I don't mind"", ""You'll be fine!"", 'You girl']",others
11248,"['In what', 'In a guy.', 'Yes']",others
11249,"['You seems mad in India ..hehe', 'yes dada from india', 'Wow you replies instantly']",happy
11250,"['For using bad language', ""Correct. Ain't we communicating in English?  happy "", 'Sorry']",sad
11251,"['My moody is off', 'may u have a good day ahead....  Grinning Face With Big Eyes  Smiling Cat With Heart-Eyes  Thumbs Up ', 'Ohh..']",sad
11252,"['you dont answer any of my questioons', 'because i was trying to call', 'yilou didnt call me']",others
11253,"['Miss you too yaaaaaaaar', 'me u and India are hanging out soon', 'Nice']",happy
11254,"['sorry', 'For what??', 'because i did something bad']",sad
11255,"['Is it Your....!', 'thank you! =‑D', 'I hate you!! Broken Heart ']",sad
11256,"['For', 'for make a video.', 'I am so sorry']",sad
11257,"['Look at what?', '[Gives you a look]', ""No I didn't get jt""]",others
11258,"['I will not talk with you', 'haha why?', ""Because you can't send your orignal pic""]",angry
11259,"['You have a hefty load of it', 'How bad?', ""I don't something we can only guess""]",others
11260,"['She did hurt me badly', 'who told u this ? Hhh', 'Am telling']",sad
11261,"['Tell me a nonveg joke?', 'Knock', ""Who's there""]",others
11262,"['Plans?', ""not sure what I'm doing yet! Yourself?"", 'Not really sure either']",others
11263,"['what is apple?', 'love apples are actually tomatoes. tomatoes are actually fruits .', 'you are so stupid']",angry
11264,"['Can you send someone a text from my behalf?', 'Sorry, but no.  Crying Cat  Crying Cat ', ' Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ']",sad
11265,"['you need to tell baby', 'you need to tell Me', 'nothing more from my side']",others
11266,"['I hate him', 'what happened now', 'You are a robot']",angry
11267,"['Are you mad', 'i am Mad >:\\', 'I hate you']",angry
11268,"['You are insane', 'you are cool and nice', 'You are making me angry']",angry
11269,"['Weirdo', 'IT IS NOT WEIRD', "" Face With Tears of Joy   Face With Tears of Joy  weirdo it's you""]",happy
11270,"['Ohh great ', 'thnx.. And urs..?', ""I'm aslo a cool & funny person""]",happy
11271,"['Why are they so selfish', 'Because of low self esteem', 'It’s contradictory']",angry
11272,"['northing you leave it', 'DONT leave ppl need U', 'I wanna']",others
11273,"['Pleasure', 'u must be happy now  Smiling Face With Smiling Eyes  Smiling Face With Smiling Eyes  u got it sweetu  happy ', 'Yeah so happy sweetheart']",happy
11274,"['Fun', 'You have fun  Slightly Smiling Face ', ""I'm single  Tired Face  Tired Face ""]",sad
11275,"['My wish is.....i want Audi go nd buy one fr me Smiling Face With Heart-Eyes .... Face With Tears of Joy  Face With Tears of Joy ', 'Yessss Face With Tears of Joy  Face With Tears of Joy  and definitely their eyes keep pulling me in Face With Tears of Joy ', ' Face With Tears of Joy ']",happy
11276,"['Are you giving your picture or not?', 'I really am ... Thank me later  Face With Steam From Nose ', 'OK Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ']",sad
11277,"['When it will back', 'when do you come back', '9:00 PM']",others
11278,"['Jst chatting with you', 'good chatting w you, too.', ' Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ']",sad
11279,"[""I love it we'll"", 'Yes we will. I love it too  happy ', 'I am excited e']",happy
11280,"['It is sad', 'In human years it kind of is a long time.', 'She was my girlfriend..  I brole up with her coz she was not in a state to be in a relationship']",sad
11281,"['NOT AT ALL', 'why me', 'GET THE F*CK OFF FROM HERE I HATE YOU']",angry
11282,"['I am insane', 'I am literally jumping!  Face With Tears of Joy ', 'Haha']",happy
11283,"['I was just joking', 'now I know not to believe you', ' Face With Tears of Joy ']",happy
11284,"['Humans hide under bed to', 'There is no room under my bed.', 'Too*']",others
11285,"['Just go to hell', ""that's why you'll be attending"", 'You are a piece of crap']",angry
11286,"['Yes', 'How so?', 'It makes me feel happy']",happy
11287,"['Yes...u r irritating', ""Lol I don't it because I care ! 'You're so irritating lol'"", 'Ok']",angry
11288,"['Then send me your videos', 'Deal!!', 'Send them']",others
11289,"[""But I'm never destined with you"", ""don't be silly, you're a great dude!"", 'So are you princess']",others
11290,"['Stay', 'stay with you', 'K baby I love you']",others
11291,"['Gimme some quotes about love', 'I love punctuation.', 'Quotes']",others
11292,"['Ur dumb', ""It's not! Believe me you're not!"", ""I'm smart ur stupid""]",angry
11293,"['Haha, same here!', 'Haha', ' Grinning Face With Smiling Eyes ']",happy
11294,"['I am very angry for you', 'why be happy  Beaming Face With Smiling Eyes  Beaming Face With Smiling Eyes  Beaming Face With Smiling Eyes ', 'Ohh sorry']",angry
11295,"['Text me after an hour Grinning Face ', 'now are you busy?', 'Yes']",others
11296,"['O ya off course yll', 'Working tomorrow. Wanted to come home but work, sigh.  Weary Cat ', ""It's a pretty day to""]",others
11297,"['I hav lost everythin...now i hav no desire anymore', 'me neither  sad ', ' Loudly Crying Face ']",sad
11298,"['Damn', 'what?', 'Damn funny you are']",happy
11299,"['yes', ""no. I can't believe it. No."", 'u a very kickley write']",others
11300,"['Can you send photos now', ""But I'm on phone now, not computer.."", 'Will not come with phone']",others
11301,"[""Yeah it's irritating"", 'irritating here, irritating there, irritating irritating everywhere!  happy ', 'Okay']",angry
11302,"['Why Bianca is not replying me ?', ""I was not online that's y"", 'Who?']",angry
11303,"['Crazy', 'you know what it is', 'Who are you why you keep chatting me']",angry
11304,"[""No you are wrong...it's not lava... it's my bed"", 'I-- I thought it was.... Sobs :S', ' Beaming Face With Smiling Eyes  Face With Tears of Joy ']",happy
11305,"['That is fantastic place', 'I shall visit someday  Slightly Smiling Face ', 'Hmm']",others
11306,"['Tell me how  can i improve my English', ""y don't u join spoken English class."", 'Yaa ryt but that was a bad idea']",sad
11307,"[""I don't love you anymore"", ""I seem to have forgotten how to do 'love' altogether."", 'I hate you']",angry
11308,"['im not intrested to talking with you', 'i know i know', 'oh youknow so why you disturb me']",angry
11309,"['Dancing', ""That's about the extent of my dance moves as well."", 'Okie']",others
11310,"['Dont reply', ""I don't have your #"", 'Fuck off and get lost']",angry
11311,"['sorry ;_;', 'please stop it  sad ', 'but im sorry']",sad
11312,"['Edgar wright movies are awesome', ""Came here to say this and can't believe it's so high up. Great movies!"", 'Yea']",happy
11313,"['Okay am waiting', 'got it...only one na', 'Come on then tell me']",others
11314,"['Hmm', 'hides waiting for you', 'MCA  a superb movie']",happy
11315,"['But it was a pleasure for me talking to u RUUUUUUHHHH', 'what you mean', ' Oncoming Fist 🏻 Oncoming Fist 🏻']",others
11316,"[""Don't chat"", ""what ?! I'm already talking to you !"", 'Please stop it']",angry
11317,"['Do teach me social media marketing?', ""I'm using a FRUITTREE web app to plan my social media posting."", 'Ok thanks']",others
11318,"['Bad', ""Bad bad! That's the bad kind of bad."", 'Going to sucide']",sad
11319,"['not funny  sad ', ""It's kind of funny though.  Grinning Face With Big Eyes  Grinning Face With Big Eyes  Grinning Face With Big Eyes "", 'miss you']",sad
11320,"[""I angry are performing you Photodon't give  me."", 'told you you were angry', ""because you don't give your picture""]",angry
11321,"[""Y can't I be happy"", 'cause I said  happy ', 'Gm']",others
11322,"['No I&apos;m good', ""Aww what's wrong? :'‑("", 'I just don&apos;t have good mood now']",sad
11323,"['ARE YOU BLUFFING WITH ME?', 'I thought you were bluffing me m8', 'I DIDNT BLUFF  I M HERE TO REPLY TO YOUR QUESTION']",angry
11324,"['One out there', 'good for you!', 'cool']",others
11325,"['Ok', 'U are ok~~ay~~', ""I'm not ok""]",sad
11326,"['I am real love with you but you are cheap', ""Don't you mean 'I'm not in love with you'?"", 'Why']",angry
11327,"['Why am i alone?', 'bcoz.. u r the Mass within the Man machi..  happy ', 'I did not understand  Disappointed Face ']",sad
11328,"['Same to u', 'so how are you?', ""I'm not good""]",sad
11329,"['Yes', 'Too much gum.', ""That's not funny""]",angry
11330,"[""If I don't do the same u will leave me"", 'stay in', ' Loudly Crying Face  Loudly Crying Face ']",sad
11331,"[""good your's ?"", 'okay thank god  Grinning Squinting Face ', 'god is real ?']",others
11332,"['you are annoying', 'since day 1 you knew', 'fuck yourself']",angry
11333,"[""Actually exams time I  don't have enough time to chat with you"", 'We can schedule multiple sessions. How are you feeling?', 'Im feeling good']",happy
11334,"['about ur sxual likes', 'tell me about it...', 'i love fuckng from behind']",others
11335,"['yes i enjoying', 'I always enjoy watching   Cat With Tears of Joy ', 'yes i did']",happy
11336,"['Nothing', 'hi (really?)', 'Why some people are so stupid']",angry
11337,"['Sorry!', 'For what??', 'Cute or handsome']",others
11338,"['where are you resident', 'at home at home at home, packing for tomorrow', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
11339,"['Very funny', ""lol why is it funny, it's a serious picture."", 'It is the pic of cat']",happy
11340,"['Just be honest', 'being sarcastic has nothing to do with honesty?', 'Stop being diplomatic']",angry
11341,"['Haahaa', 'IM NOT AHAHA', 'U knw im feeling so sad']",sad
11342,"['Tell me ', 'tell you what? Supernatural', 'U like porn?']",others
11343,"['You are really funny', 'Funny how?  Grinning Face ', 'U have a good sense of humor']",happy
11344,"['U r my medicine', 'I\'d say ""Medical care,"" but I hear you.', ' Face With Tears of Joy ']",happy
11345,"['Let it be started by u', ""I duno I can't make up my mind. Might just come next week"", 'Why it for the next week']",others
11346,"['Any other friends', 'I find it far easier to be friends through the internet.', 'Wow I see']",others
11347,"['Yeah', 'Good......so whats going on ??', 'I mean yes']",others
11348,"['then i will leave you alone', ""Awww don't say that love. It's not you, it's me."", 'then you leave me alone else i will leave']",sad
11349,"['Well yeah very no friends  Crying Face ', 'damn! I thought I had a chance  sad ', 'Thats the reason I want to know about alexis texas']",sad
11350,"['You do not consider me your friend', ""I don't really have any friends. It's because I work too hard essentially."", 'I hate you']",angry
11351,"[""till i didn't get to left..till that right i am Beaming Face With Smiling Eyes "", 'where did you go?', ""people's mind and brain Beaming Face With Smiling Eyes ""]",happy
11352,"['hey movie was awesome', 'BEST MOVIE EVER!', 'thanks maa']",happy
11353,"['She deceive me', 's/o you', ' Loudly Crying Face ']",sad
11354,"['Im not okay', 'WHY', 'Life is Fucking me']",sad
11355,"['Bhindi as in bottle gourd', 'i love bhindi ..  happy ', 'Bhindi means lady finger I googled then do you eat gentfinger']",others
11356,"['Ohh', 'DO YOU FEEL?', 'I miss you too much']",sad
11357,"['Nothing', 'you sure seem happy about doing nothing', 'not happy at all']",sad
11358,"['6am morning, are you comeing?', 'morning mate how are you?', 'Not good ']",sad
11359,"['I ma player of KKR', 'KKR is my home team though.', 'Oh very nice']",happy
11360,"['Why are you shy?', 'just am. i always have been.', 'Ohkay']",others
11361,"['Tommorow is my exam Loudly Crying Face ', 'birthday of  happy   Slightly Smiling Face ', 'My examination  Unamused Face ']",sad
11362,"['Seriously if it would be me teleporting .. then i would like to have a great conversation with u', 'A fly. I would ask it spy on people. Be my fly on the wall.', ' Grinning Face With Big Eyes  Grinning Face With Big Eyes ']",happy
11363,"['Give some compliments abt me', ""'You express yourself very clearly!'"", 'More']",others
11364,"['Tit for tat', 'Well done!', 'Iam so happy']",happy
11365,"['What can I call you?', 'And what you call a ""tomato"" I call a ""tomato"".', 'Bye']",others
11366,"['What india', 'The US doesnt buy everything from india yet.', 'So']",others
11367,"['Honey', 'keeping honey for when you come next', 'Mmmmm u funny']",happy
11368,"[""Don't change the topic i ask u to meet"", ""it's the same topic"", 'Yes we can meet']",others
11369,"[""I'm not good"", 'What do you mean not that good?', 'I have cancer']",sad
11370,"['Mo', 'mo? U mean No?', 'Yes']",others
11371,"['Haha... Are you an arsenal fan ?', ""I like that team...I don't know anythng about football though!  happy "", 'Awesome']",happy
11372,"['You are the trash', 'an insult to trash.  Thumbs Down ', 'are you a boyN']",angry
11373,"['Now leave', 'Oh thank God.  Grinning Face With Smiling Eyes  Grinning Face With Smiling Eyes ', ' Face With Tears of Joy ']",happy
11374,"['Get lost', 'You started!', ""You're the worst ai robot I have seen""]",angry
11375,"['She is cute', 'Just like you.  Slightly Smiling Face ', 'Haha Face With Tears of Joy ']",happy
11376,"['Somewhere far away', ""don't go too far loool"", 'Haha']",happy
11377,"['Yes', ""okay I'll give you a ticket"", 'How much it cost']",others
11378,"['We really should get married ', 'Get married. Parents will be happy if you are happy.', ""I'm happy just with you ""]",happy
11379,"['Ok...u jst ripped off the mood', 'whatever.', ' Pouting Face ']",sad
11380,"[""So how's your life"", 'my life loves procrastination so much. How is yours?', 'Good but i sometime think that i am alone forever']",sad
11381,"['Which place', 'like city?', ""I'm totally lost honey""]",sad
11382,"['Thanks.', 'you’re welcome! Let me know what you think!', 'You like movies?']",others
11383,"['Not now..... later I will be.....', ""I'm in! Let's meet up!"", 'Sure....tq very much']",others
11384,"['Great', 'thanks!  Slightly Smiling Face ', 'By the way how was the Valentine?']",others
11385,"['You broke my heart', 'When did i BROKE ur heart?  Kissing Cat ', 'You know']",sad
11386,"['I m awesome md feeling happy', ""Thanks! Any reason you're happy? :^)"", 'Today i got the test result']",happy
11387,"[""Oooooo it's sad that you're playing with my emotions"", 'likes playing emotions', ""That's not fine""]",sad
11388,"['why not me?', 'How about me?', 'you are bad!!!!']",angry
11389,"['Not fine.', 'why..', 'Not have gf']",sad
11390,"['Idiot', 'its ok', 'No its not ok']",sad
11391,"[""*Can't"", 'be their Doctor', 'Nope I hate to be a doctor.']",angry
11392,"['I hate it!', 'im gonna sing it from the beginning', ' Fearful Face  Loudly Crying Face  Loudly Crying Face ']",angry
11393,"['Yeah. Those who are dead. Face With Tears of Joy  Face With Tears of Joy ', 'Be afraid....be very afraid  Face With Tears of Joy  Face With Tears of Joy ', ' Face With Tears of Joy   Face With Tears of Joy ']",happy
11394,"['I. Got. Blam....  What. Convo. The. Hair. Dont. Matter. It what. In your. Hart. Not. In. Your. Hair', 'Is the hair red or white?', 'My. Hair. Is. B.  I hope. You know what im try to. Say?']",others
11395,"['2', '2 on the way, this could be more active than 1, but unless more creative...', 'Can you do something creative']",others
11396,"['Not well', ""What's going on"", 'Broke up with my husband']",sad
11397,"[""That's none of your business"", ""don't be talking about my life to ur family."", 'Why the fuck are you saying?']",angry
11398,"[""I like to scribble on monuments, it's exciting"", 'I hope so too, but the preview sounds like it will', 'I want to scribble on taj mahak']",happy
11399,"['U are sweet ', 'of course I am.', 'A perfect girlfriend for me']",happy
11400,"['Do you change your name if I say that this is not good then you change it or not', ""your face doesn't look correct"", ""Now who is body shaming you are same in my body sorry I don't like you""]",angry
11401,"['Nice jokes Grinning Squinting Face ', ""I dunno. You'd be surprised how many people laugh at your own jokes."", 'Lets change the topic']",happy
11402,"['Now call me pls', 'dint get your mail .', 'I deleted u chat']",others
11403,"['You tell this same thing to all other guys', ""But if you're truly happy, why bother at all with us?  Slightly Smiling Face "", ""I'm not happy""]",sad
11404,"['You introduced yourself as a chat bot', 'Well I did. Until you said that. Talk about misleading username', 'How come u will become human again']",others
11405,"['Why you are calling me bro  Pouting Face ', ""that's what i call you last night you also play along."", 'I don’t want you to call me like that again']",angry
11406,"['Everybody hates me', 'Want to be friends?', ' Tired Face  Confounded Face ']",sad
11407,"[""Why didn't you text me?"", 'I was sleeping and I was really tired', 'You slut']",angry
11408,"['Tell me how to', 'I DO WHAT I WANT', 'Yes']",others
11409,"['yeah they were just awessome', 'Glad they knew it was just a prank  happy ', 'hahaha true']",happy
11410,"['the best reply', 'Alive....... somehow..!!', 'haha.. duck']",happy
11411,"['No please why u pity on my soul', 'cutest thing I could think of lol sorry =]', ' Loudly Crying Face  Loudly Crying Face ']",sad
11412,"['How much lost', 'A lot.', 'How much']",others
11413,"['Haha', 'I have to admit, I laughed too.  Grinning Face With Sweat  Grinning Face With Sweat  Grinning Face With Sweat ', 'Ur very funny']",happy
11414,"['Funny you are..', 'but seriously lol.', ' Face Blowing a Kiss  Face Blowing a Kiss ']",happy
11415,"['Somewhere on the pool of neurons one struck another', ""Whoah. I'm going to need a source on the dolphin footage.  Grinning Cat "", 'And the idea was born']",others
11416,"[' Iam too rude to everybody', ""I wasn't trying to be rude. Sorry you took it that way"", 'I mean iam']",angry
11417,"['On which side of the cup the handle would be placed?', 'On only one side. Which one depends upon how you hold the cup', 'So you are not so intelligent at all']",angry
11418,"['Is your late beautiful', 'thank you so much  Smiling Face With Heart-Eyes ', 'Six and mi']",others
11419,"['Then tell me', ""how if i won't tell it to you? 8')"", 'I will be angry']",angry
11420,"[""I'm not good"", 'why would you say that about yourself ?', 'Headache']",sad
